Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
209,2026-09-13T13:38:20.880Z,48.0537418,17.5689711,115.1,156.84,0.125,0.987,1,0.4,-0.60,-1.31,1.26
210,2026-09-13T13:38:20.920Z,48.0537274,17.5689614,115.1,157.97,0.213,1.048,1,0.0,-1.50,-3.80,1.26
211,2026-09-13T13:38:20.960Z,48.0537129,17.5689516,115.1,158.59,0.271,1.082,1,0.3,-1.98,-4.71,1.23
212,2026-09-13T13:38:21.000Z,48.0536984,17.5689419,115.2,158.96,0.294,1.110,1,0.3,-1.69,-3.87,0.97
213,2026-09-13T13:38:21.040Z,48.0536839,17.5689320,115.2,159.25,0.284,1.077,1,0.5,-1.42,-2.57,0.84
214,2026-09-13T13:38:21.080Z,48.0536694,17.5689222,115.2,159.40,0.273,1.050,1,0.4,-1.25,-1.47,0.94
215,2026-09-13T13:38:21.120Z,48.0536548,17.5689124,115.1,159.53,0.237,0.998,1,0.5,-1.28,-0.02,1.28
216,2026-09-13T13:38:21.160Z,48.0536402,17.5689027,115.1,159.92,0.243,0.994,1,0.4,-1.52,-0.28,1.75
217,2026-09-13T13:38:21.200Z,48.0536256,17.5688927,115.1,160.23,0.234,0.981,1,0.1,-1.53,0.01,2.24
218,2026-09-13T13:38:21.240Z,48.0536109,17.5688829,115.1,160.78,0.238,0.984,1,-0.0,-1.12,-0.34,2.34
219,2026-09-13T13:38:21.280Z,48.0535962,17.5688729,115.1,161.14,0.251,1.001,1,0.1,-0.48,-0.15,2.26
220,2026-09-13T13:38:21.320Z,48.0535815,17.5688629,115.1,161.60,0.249,0.998,1,0.4,0.18,-0.09,2.11
221,2026-09-13T13:38:21.360Z,48.0535667,17.5688529,115.1,161.97,0.252,0.995,1,0.6,0.52,0.13,1.94
222,2026-09-13T13:38:21.400Z,48.0535519,17.5688431,115.1,162.22,0.255,0.988,1,0.5,1.18,0.02,1.98
223,2026-09-13T13:38:21.440Z,48.0535371,17.5688331,115.1,162.47,0.258,0.994,1,0.3,1.42,-0.10,2.02
224,2026-09-13T13:38:21.480Z,48.0535222,17.5688230,115.1,162.77,0.253,0.978,1,0.4,1.53,-0.17,2.08
225,2026-09-13T13:38:21.520Z,48.0535073,17.5688130,115.1,163.38,0.257,0.981,1,0.6,1.86,-0.42,1.93
226,2026-09-13T13:38:21.560Z,48.0534924,17.5688028,115.1,163.74,0.254,0.985,1,0.8,2.02,-0.26,1.78
227,2026-09-13T13:38:21.600Z,48.0534773,17.5687927,115.1,164.10,0.250,0.976,1,0.7,2.14,-0.23,1.63
228,2026-09-13T13:38:21.640Z,48.0534624,17.5687826,115.1,164.50,0.244,0.982,1,0.3,2.13,-0.18,1.56
229,2026-09-13T13:38:21.680Z,48.0534474,17.5687724,115.1,164.88,0.248,1.005,1,0.4,2.07,-0.36,1.43
230,2026-09-13T13:38:21.720Z,48.0534323,17.5687622,115.1,165.17,0.251,1.018,1,0.6,1.85,-0.56,1.48
231,2026-09-13T13:38:21.760Z,48.0534171,17.5687522,115.1,165.38,0.245,1.016,1,0.9,1.60,-0.69,1.78
232,2026-09-13T13:38:21.800Z,48.0534021,17.5687419,115.1,165.81,0.246,1.028,1,1.1,1.77,-0.66,2.21
233,2026-09-13T13:38:21.840Z,48.0533869,17.5687315,115.1,166.27,0.247,1.029,1,0.6,2.34,-0.60,2.48
234,2026-09-13T13:38:21.880Z,48.0533717,17.5687212,115.1,166.72,0.246,1.018,1,0.6,2.96,-0.50,2.65
235,2026-09-13T13:38:21.920Z,48.0533565,17.5687109,115.1,167.06,0.250,1.023,1,0.6,3.90,-0.31,2.46
236,2026-09-13T13:38:21.960Z,48.0533411,17.5687006,115.1,167.34,0.255,1.018,1,1.2,4.71,-0.01,1.97
237,2026-09-13T13:38:22.000Z,48.0533259,17.5686902,115.1,167.69,0.250,0.990,1,1.3,5.21,0.20,1.40
238,2026-09-13T13:38:22.040Z,48.0533106,17.5686799,115.1,168.09,0.246,0.974,1,1.2,5.59,0.36,1.08
239,2026-09-13T13:38:22.080Z,48.0532952,17.5686695,115.1,168.37,0.239,0.964,1,1.3,5.40,0.40,0.91
240,2026-09-13T13:38:22.120Z,48.0532799,17.5686590,115.1,168.69,0.231,0.957,1,1.4,5.11,0.00,1.03
241,2026-09-13T13:38:22.160Z,48.0532645,17.5686486,115.1,168.99,0.229,0.984,1,1.4,4.93,-0.39,1.23
242,2026-09-13T13:38:22.200Z,48.0532490,17.5686382,115.1,169.44,0.231,1.017,1,1.1,4.23,-0.92,1.19
243,2026-09-13T13:38:22.240Z,48.0532335,17.5686276,115.1,169.77,0.233,1.039,1,1.2,3.45,-1.03,1.00
244,2026-09-13T13:38:22.280Z,48.0532181,17.5686172,115.1,170.12,0.235,1.056,1,1.7,2.62,-0.98,0.67
245,2026-09-13T13:38:22.320Z,48.0532025,17.5686066,115.1,170.47,0.235,1.050,1,1.6,0.95,-0.43,0.62
246,2026-09-13T13:38:22.360Z,48.0531870,17.5685959,115.1,170.79,0.226,1.023,1,1.6,-0.52,-0.10,0.80
247,2026-09-13T13:38:22.400Z,48.0531714,17.5685853,115.1,171.01,0.225,1.015,1,1.3,-1.87,-0.08,1.19
248,2026-09-13T13:38:22.440Z,48.0531558,17.5685747,115.1,171.41,0.222,1.016,1,0.8,-2.74,-0.30,1.73
249,2026-09-13T13:38:22.480Z,48.0531402,17.5685640,115.1,171.71,0.222,1.024,1,0.7,-2.91,-0.66,2.15
250,2026-09-13T13:38:22.520Z,48.0531245,17.5685532,115.1,172.18,0.225,1.032,1,0.1,-2.32,-0.86,2.20
251,2026-09-13T13:38:22.560Z,48.0531088,17.5685425,115.1,172.44,0.231,1.032,1,0.5,-1.84,-0.78,1.91
252,2026-09-13T13:38:22.600Z,48.0530930,17.5685318,115.1,172.77,0.247,1.035,1,0.6,-1.60,-0.01,1.56
253,2026-09-13T13:38:22.640Z,48.0530774,17.5685212,115.1,173.11,0.237,0.987,1,0.9,-1.92,0.88,1.07
254,2026-09-13T13:38:22.680Z,48.0530614,17.5685103,115.1,173.65,0.230,0.959,1,1.1,-2.90,1.31,0.89
255,2026-09-13T13:38:22.720Z,48.0530458,17.5684996,115.0,173.76,0.244,0.959,1,1.1,-4.12,1.19,1.31
256,2026-09-13T13:38:22.760Z,48.0530298,17.5684886,115.0,173.97,0.240,0.951,1,0.5,-4.89,-0.01,1.85
257,2026-09-13T13:38:22.800Z,48.0530140,17.5684777,115.0,174.25,0.237,0.976,1,-0.1,-5.03,-0.98,2.59
258,2026-09-13T13:38:22.840Z,48.0529981,17.5684668,115.0,174.61,0.233,1.008,1,-0.4,-3.78,-1.56,3.15
259,2026-09-13T13:38:22.880Z,48.0529822,17.5684561,115.0,175.11,0.235,1.038,1,-0.1,-2.41,-1.99,2.88
260,2026-09-13T13:38:22.920Z,48.0529662,17.5684452,115.0,175.37,0.217,1.044,1,0.4,-1.14,-1.54,2.09
261,2026-09-13T13:38:22.960Z,48.0529502,17.5684342,115.0,175.81,0.221,1.059,1,0.7,-0.58,-0.92,1.32
262,2026-09-13T13:38:23.000Z,48.0529342,17.5684233,115.0,176.15,0.215,1.041,1,1.1,-0.93,-0.36,0.83
263,2026-09-13T13:38:23.040Z,48.0529182,17.5684123,115.0,176.35,0.217,1.035,1,0.4,-1.82,0.02,0.77
264,2026-09-13T13:38:23.080Z,48.0529021,17.5684014,115.0,176.57,0.219,1.021,1,0.0,-2.36,0.18,1.39
265,2026-09-13T13:38:23.120Z,48.0528861,17.5683904,115.0,176.85,0.219,1.010,1,-0.0,-2.58,0.27,1.95
266,2026-09-13T13:38:23.160Z,48.0528700,17.5683792,115.0,177.12,0.216,0.988,1,-0.1,-2.29,0.49,2.12
267,2026-09-13T13:38:23.200Z,48.0528538,17.5683682,115.0,177.54,0.213,0.979,1,-0.1,-1.81,0.37,1.89
268,2026-09-13T13:38:23.240Z,48.0528376,17.5683573,115.0,177.87,0.205,0.972,1,0.3,-2.02,0.41,1.71
269,2026-09-13T13:38:23.280Z,48.0528214,17.5683461,115.0,177.92,0.192,0.966,1,0.1,-2.16,0.31,1.57
270,2026-09-13T13:38:23.320Z,48.0528052,17.5683350,115.0,178.28,0.185,0.982,1,-0.2,-2.28,-0.12,1.66
271,2026-09-13T13:38:23.360Z,48.0527890,17.5683239,115.0,178.69,0.184,1.012,1,-0.7,-2.53,-0.58,2.02
272,2026-09-13T13:38:23.400Z,48.0527727,17.5683126,115.0,179.00,0.185,1.029,1,-0.8,-2.01,-0.84,2.11
273,2026-09-13T13:38:23.440Z,48.0527564,17.5683016,115.0,179.36,0.183,1.069,1,-0.6,-1.44,-0.20,2.04
274,2026-09-13T13:38:23.480Z,48.0527400,17.5682904,115.0,179.70,0.132,1.026,1,-0.6,-0.95,1.34,1.70
275,2026-09-13T13:38:23.520Z,48.0527237,17.5682792,115.0,179.94,0.099,1.014,1,-0.7,-0.64,2.44,1.44
276,2026-09-13T13:38:23.560Z,48.0527074,17.5682681,115.0,179.36,0.037,0.967,1,-0.6,-0.75,3.79,1.35
277,2026-09-13T13:38:23.600Z,48.0526912,17.5682570,115.0,179.22,0.000,0.912,1,-0.7,-1.84,3.48,1.29
278,2026-09-13T13:38:23.640Z,48.0526749,17.5682459,115.0,179.07,0.010,0.925,1,-0.9,-3.26,1.69,1.55
279,2026-09-13T13:38:23.680Z,48.0526586,17.5682347,115.0,179.47,0.039,0.949,1,-0.9,-4.75,-0.30,1.87
280,2026-09-13T13:38:23.720Z,48.0526422,17.5682235,115.0,180.03,0.083,0.987,1,-1.4,-5.71,-2.07,1.87
281,2026-09-13T13:38:23.760Z,48.0526257,17.5682123,115.0,180.52,0.137,1.031,1,-1.5,-6.00,-3.26,1.92
282,2026-09-13T13:38:23.800Z,48.0526093,17.5682012,115.0,180.67,0.168,1.069,1,-1.2,-5.79,-2.63,2.01
283,2026-09-13T13:38:23.840Z,48.0525929,17.5681900,115.0,180.96,0.175,1.035,1,-1.8,-5.08,-1.42,1.83
284,2026-09-13T13:38:23.880Z,48.0525764,17.5681787,115.0,181.26,0.192,1.035,1,-2.3,-4.78,-0.48,1.71
285,2026-09-13T13:38:23.920Z,48.0525598,17.5681673,115.0,181.48,0.184,0.997,1,-2.6,-4.94,0.59,1.68
286,2026-09-13T13:38:23.960Z,48.0525434,17.5681562,115.0,181.56,0.179,0.966,1,-2.7,-5.17,1.14,1.59
287,2026-09-13T13:38:24.000Z,48.0525268,17.5681450,115.0,181.68,0.177,0.959,1,-2.7,-5.97,1.04,1.67
288,2026-09-13T13:38:24.040Z,48.0525102,17.5681338,115.0,182.03,0.167,0.953,1,-3.1,-6.80,0.80,1.98
289,2026-09-13T13:38:24.080Z,48.0524936,17.5681223,115.0,182.22,0.157,0.955,1,-3.6,-6.95,0.42,2.63
290,2026-09-13T13:38:24.120Z,48.0524770,17.5681110,114.9,182.33,0.155,0.976,1,-4.7,-6.81,-0.40,3.35
291,2026-09-13T13:38:24.160Z,48.0524604,17.5680997,114.9,182.68,0.143,0.997,1,-5.2,-6.11,-0.80,3.78
292,2026-09-13T13:38:24.200Z,48.0524437,17.5680885,114.9,183.29,0.151,1.026,1,-5.3,-4.95,-1.42,3.85
293,2026-09-13T13:38:24.240Z,48.0524269,17.5680773,114.9,183.51,0.160,1.062,1,-4.3,-3.98,-1.81,3.61
294,2026-09-13T13:38:24.280Z,48.0524102,17.5680661,114.9,183.54,0.158,1.067,1,-3.8,-3.39,-1.50,3.03
295,2026-09-13T13:38:24.320Z,48.0523934,17.5680548,114.9,183.86,0.176,1.069,1,-4.0,-3.17,-1.37,2.59
296,2026-09-13T13:38:24.360Z,48.0523766,17.5680436,114.9,184.09,0.185,1.062,1,-4.2,-3.33,-1.26,2.65
297,2026-09-13T13:38:24.400Z,48.0523598,17.5680323,114.9,184.35,0.172,1.036,1,-4.5,-3.09,-0.59,2.91
298,2026-09-13T13:38:24.440Z,48.0523430,17.5680211,114.9,184.39,0.163,1.015,1,-4.7,-2.63,-0.27,3.37
299,2026-09-13T13:38:24.480Z,48.0523261,17.5680098,114.9,184.83,0.165,1.025,1,-5.4,-1.62,-0.53,3.71
300,2026-09-13T13:38:24.520Z,48.0523092,17.5679986,114.9,185.30,0.156,1.014,1,-5.0,-0.27,-0.09,3.56
301,2026-09-13T13:38:24.560Z,48.0522922,17.5679875,114.9,185.63,0.156,0.996,1,-4.3,0.75,0.00,3.12
302,2026-09-13T13:38:24.600Z,48.0522752,17.5679764,114.9,185.78,0.162,0.994,1,-4.0,1.70,-0.11,2.87
303,2026-09-13T13:38:24.640Z,48.0522582,17.5679651,114.9,185.92,0.166,0.973,1,-3.6,2.98,0.11,2.61
304,2026-09-13T13:38:24.680Z,48.0522413,17.5679539,114.9,185.98,0.155,0.945,1,-3.7,3.73,0.17,2.74
305,2026-09-13T13:38:24.720Z,48.0522242,17.5679426,114.9,186.40,0.160,0.967,1,-4.3,4.76,-0.39,2.94
306,2026-09-13T13:38:24.760Z,48.0522071,17.5679314,114.9,186.72,0.160,0.982,1,-4.5,5.90,-0.60,2.99
307,2026-09-13T13:38:24.800Z,48.0521900,17.5679201,114.9,186.97,0.163,0.993,1,-4.0,6.04,-0.82,2.75
308,2026-09-13T13:38:24.840Z,48.0521728,17.5679089,114.9,187.24,0.172,1.030,1,-3.8,5.78,-1.11,2.53
309,2026-09-13T13:38:24.880Z,48.0521557,17.5678977,114.9,187.45,0.176,1.033,1,-3.4,5.84,-0.85,2.45
310,2026-09-13T13:38:24.920Z,48.0521385,17.5678866,114.9,187.67,0.168,1.013,1,-3.0,5.37,-0.39,2.33
311,2026-09-13T13:38:24.960Z,48.0521214,17.5678754,114.9,187.97,0.165,1.016,1,-2.7,5.41,0.00,2.22
312,2026-09-13T13:38:25.000Z,48.0521040,17.5678641,114.9,188.21,0.167,1.020,1,-2.4,5.91,-0.07,2.07
313,2026-09-13T13:38:25.040Z,48.0520867,17.5678529,114.9,188.58,0.160,1.006,1,-2.9,6.11,0.04,1.97
314,2026-09-13T13:38:25.080Z,48.0520695,17.5678416,114.9,188.88,0.156,1.016,1,-2.9,6.30,0.07,1.95
315,2026-09-13T13:38:25.120Z,48.0520521,17.5678302,114.9,188.94,0.132,1.027,1,-2.7,6.23,0.33,2.37
316,2026-09-13T13:38:25.160Z,48.0520349,17.5678191,114.9,188.97,0.070,1.039,1,-2.3,6.12,1.14,2.72
317,2026-09-13T13:38:25.200Z,48.0520175,17.5678079,114.9,188.78,-0.018,1.013,1,-2.2,6.52,3.73,2.80
318,2026-09-13T13:38:25.240Z,48.0520004,17.5677967,114.9,188.49,-0.135,0.976,1,-1.6,6.76,5.14,2.60
319,2026-09-13T13:38:25.280Z,48.0519832,17.5677857,114.9,187.70,-0.246,0.952,1,-1.2,6.73,6.58,1.85
320,2026-09-13T13:38:25.320Z,48.0519661,17.5677746,114.9,186.65,-0.347,0.902,1,-0.9,6.36,7.29,1.44
321,2026-09-13T13:38:25.360Z,48.0519491,17.5677636,114.9,186.08,-0.403,0.914,1,-0.4,5.32,5.46,1.34
322,2026-09-13T13:38:25.400Z,48.0519321,17.5677525,114.9,185.71,-0.430,0.956,1,-0.9,4.87,3.67,1.61
323,2026-09-13T13:38:25.440Z,48.0519152,17.5677415,114.9,185.73,-0.433,0.998,1,-1.5,4.63,1.87,2.03
324,2026-09-13T13:38:25.480Z,48.0518981,17.5677305,114.9,185.43,-0.409,1.024,1,-1.2,4.17,0.51,2.17
325,2026-09-13T13:38:25.520Z,48.0518811,17.5677197,114.9,184.92,-0.399,1.028,1,-0.8,4.92,0.12,1.77
326,2026-09-13T13:38:25.560Z,48.0518644,17.5677089,114.9,184.24,-0.403,0.993,1,0.3,5.18,0.82,1.34
327,2026-09-13T13:38:25.600Z,48.0518476,17.5676980,114.9,183.48,-0.406,0.972,1,1.1,4.96,0.26,1.12
328,2026-09-13T13:38:25.640Z,48.0518309,17.5676871,114.9,182.87,-0.418,0.964,1,0.6,4.73,0.49,1.15
329,2026-09-13T13:38:25.680Z,48.0518142,17.5676763,114.9,182.44,-0.449,0.980,1,-0.0,4.51,0.08,1.75
330,2026-09-13T13:38:25.720Z,48.0517976,17.5676655,114.9,182.17,-0.474,1.031,1,0.2,3.65,0.41,2.20
331,2026-09-13T13:38:25.760Z,48.0517810,17.5676548,114.9,181.57,-0.517,1.047,1,0.5,3.70,1.77,2.64
332,2026-09-13T13:38:25.800Z,48.0517645,17.5676442,114.9,180.76,-0.569,1.043,1,0.7,4.42,3.57,2.95
333,2026-09-13T13:38:25.840Z,48.0517481,17.5676336,114.9,179.59,-0.611,1.020,1,1.7,5.29,5.22,3.11
334,2026-09-13T13:38:25.880Z,48.0517318,17.5676230,114.9,178.83,-0.629,0.993,1,1.4,6.55,5.78,3.02
335,2026-09-13T13:38:25.920Z,48.0517156,17.5676124,114.9,177.77,-0.645,0.935,1,1.2,7.59,5.80,2.75
336,2026-09-13T13:38:25.960Z,48.0516993,17.5676020,114.9,176.89,-0.643,0.916,1,0.5,7.51,4.54,1.89
337,2026-09-13T13:38:26.000Z,48.0516833,17.5675917,114.9,176.17,-0.621,0.912,1,1.6,7.53,3.25,0.82
338,2026-09-13T13:38:26.040Z,48.0516673,17.5675813,114.9,175.48,-0.633,0.888,1,3.1,7.30,2.00,0.52
339,2026-09-13T13:38:26.080Z,48.0516514,17.5675708,114.9,174.53,-0.654,0.889,1,2.9,6.73,1.20,0.50
340,2026-09-13T13:38:26.120Z,48.0516356,17.5675605,114.9,173.55,-0.662,0.909,1,1.5,6.58,0.29,0.67
341,2026-09-13T13:38:26.160Z,48.0516198,17.5675503,114.9,172.79,-0.687,0.903,1,1.9,6.61,-0.09,1.02
342,2026-09-13T13:38:26.200Z,48.0516041,17.5675401,114.9,172.04,-0.702,0.926,1,3.0,6.09,-0.53,0.73
343,2026-09-13T13:38:26.240Z,48.0515885,17.5675298,114.8,171.22,-0.691,0.963,1,2.7,5.87,-0.95,-0.13
344,2026-09-13T13:38:26.280Z,48.0515730,17.5675196,114.8,170.32,-0.678,0.975,1,1.6,5.35,-1.00,-0.67
345,2026-09-13T13:38:26.320Z,48.0515575,17.5675095,114.8,169.62,-0.668,0.974,1,1.6,4.03,-0.96,-0.55
346,2026-09-13T13:38:26.360Z,48.0515422,17.5674994,114.8,168.72,-0.657,0.985,1,1.7,2.75,-0.76,-0.31
347,2026-09-13T13:38:26.400Z,48.0515269,17.5674894,114.8,167.91,-0.660,0.965,1,1.9,1.04,-0.60,0.46
348,2026-09-13T13:38:26.440Z,48.0515116,17.5674794,114.8,167.16,-0.656,0.961,1,1.8,-0.99,-0.43,0.95
349,2026-09-13T13:38:26.480Z,48.0514965,17.5674695,114.8,166.28,-0.663,0.952,1,2.1,-2.36,-0.13,1.25
350,2026-09-13T13:38:26.520Z,48.0514814,17.5674594,114.8,165.34,-0.658,0.956,1,1.8,-2.88,-0.16,1.45
351,2026-09-13T13:38:26.560Z,48.0514664,17.5674496,114.8,164.55,-0.645,0.968,1,0.8,-3.04,-0.10,1.49
352,2026-09-13T13:38:26.600Z,48.0514516,17.5674397,114.8,163.83,-0.645,0.955,1,-0.2,-2.85,0.06,1.38
353,2026-09-13T13:38:26.640Z,48.0514366,17.5674299,114.8,163.15,-0.644,0.960,1,-0.2,-2.66,0.25,1.29
354,2026-09-13T13:38:26.680Z,48.0514219,17.5674202,114.8,162.26,-0.645,0.954,1,0.2,-2.49,0.20,1.18
355,2026-09-13T13:38:26.720Z,48.0514072,17.5674105,114.7,161.50,-0.655,0.940,1,0.4,-2.95,0.01,0.84
356,2026-09-13T13:38:26.760Z,48.0513926,17.5674009,114.7,160.62,-0.649,0.963,1,0.2,-3.74,-0.30,0.61
357,2026-09-13T13:38:26.800Z,48.0513780,17.5673914,114.7,159.98,-0.653,0.963,1,0.3,-4.75,-0.05,0.97
358,2026-09-13T13:38:26.840Z,48.0513635,17.5673817,114.7,159.29,-0.647,0.967,1,-0.2,-5.58,0.02,1.41
359,2026-09-13T13:38:26.880Z,48.0513492,17.5673722,114.7,158.39,-0.651,0.954,1,-1.1,-6.17,0.74,2.26
360,2026-09-13T13:38:26.920Z,48.0513348,17.5673628,114.7,157.41,-0.656,0.957,1,-1.3,-5.90,1.04,2.76
361,2026-09-13T13:38:26.960Z,48.0513205,17.5673533,114.7,156.37,-0.668,0.925,1,-1.2,-5.06,1.51,2.75
362,2026-09-13T13:38:27.000Z,48.0513064,17.5673441,114.7,155.62,-0.657,0.926,1,-1.0,-4.57,1.11,2.25
363,2026-09-13T13:38:27.040Z,48.0512923,17.5673349,114.7,154.90,-0.642,0.932,1,-0.9,-4.57,0.69,1.51
364,2026-09-13T13:38:27.080Z,48.0512782,17.5673258,114.7,154.34,-0.630,0.942,1,-0.2,-4.89,-0.16,0.91
365,2026-09-13T13:38:27.120Z,48.0512642,17.5673166,114.7,153.65,-0.622,0.948,1,-0.1,-5.27,-0.50,1.18
366,2026-09-13T13:38:27.160Z,48.0512503,17.5673074,114.7,152.91,-0.622,0.949,1,-0.6,-5.21,-1.05,1.73
367,2026-09-13T13:38:27.200Z,48.0512364,17.5672983,114.7,152.17,-0.635,0.958,1,-1.4,-4.14,-1.04,2.42
368,2026-09-13T13:38:27.240Z,48.0512226,17.5672892,114.7,151.18,-0.653,0.944,1,-1.8,-2.28,-0.99,2.82
369,2026-09-13T13:38:27.280Z,48.0512090,17.5672803,114.7,150.49,-0.657,0.953,1,-1.5,-0.30,-0.63,2.53
370,2026-09-13T13:38:27.320Z,48.0511953,17.5672714,114.7,149.59,-0.661,0.944,1,-1.1,1.06,-0.20,2.06
371,2026-09-13T13:38:27.360Z,48.0511818,17.5672624,114.7,148.77,-0.657,0.944,1,-0.7,2.01,0.11,1.72
372,2026-09-13T13:38:27.400Z,48.0511683,17.5672536,114.7,147.95,-0.647,0.930,1,-1.6,2.43,0.29,1.37
373,2026-09-13T13:38:27.440Z,48.0511549,17.5672449,114.7,147.17,-0.638,0.922,1,-1.7,1.88,0.05,1.40
374,2026-09-13T13:38:27.480Z,48.0511415,17.5672363,114.7,146.31,-0.632,0.922,1,-0.9,1.36,-0.33,1.79
375,2026-09-13T13:38:27.520Z,48.0511283,17.5672277,114.7,145.63,-0.622,0.920,1,-0.2,0.92,-1.23,2.21
376,2026-09-13T13:38:27.560Z,48.0511150,17.5672191,114.7,144.89,-0.602,0.937,1,-0.3,0.36,-1.67,2.66
377,2026-09-13T13:38:27.600Z,48.0511019,17.5672105,114.7,144.32,-0.606,0.937,1,-1.3,0.25,-1.57,3.20
378,2026-09-13T13:38:27.640Z,48.0510887,17.5672019,114.7,143.99,-0.611,0.958,1,-1.8,0.66,-1.42,3.47
379,2026-09-13T13:38:27.680Z,48.0510757,17.5671934,114.7,142.87,-0.614,0.961,1,-0.7,1.48,-0.47,3.33
380,2026-09-13T13:38:27.720Z,48.0510627,17.5671851,114.7,141.69,-0.617,0.960,1,-0.5,2.16,-0.12,3.02
381,2026-09-13T13:38:27.760Z,48.0510499,17.5671768,114.7,140.80,-0.618,0.963,1,-0.4,3.14,0.14,2.33
382,2026-09-13T13:38:27.800Z,48.0510371,17.5671684,114.7,140.44,-0.604,0.961,1,-0.3,3.74,-0.06,1.60
383,2026-09-13T13:38:27.840Z,48.0510243,17.5671602,114.7,140.09,-0.588,0.952,1,-0.1,3.82,-0.62,1.23
384,2026-09-13T13:38:27.880Z,48.0510116,17.5671519,114.7,139.52,-0.575,0.948,1,0.6,3.85,-1.44,1.23
385,2026-09-13T13:38:27.920Z,48.0509990,17.5671437,114.7,138.65,-0.560,0.958,1,0.5,3.84,-2.15,1.78
386,2026-09-13T13:38:27.960Z,48.0509864,17.5671355,114.7,137.85,-0.540,0.964,1,-0.1,3.97,-2.80,2.60
387,2026-09-13T13:38:28.000Z,48.0509739,17.5671273,114.7,137.08,-0.520,0.974,1,-0.5,4.38,-3.29,3.10
388,2026-09-13T13:38:28.040Z,48.0509614,17.5671193,114.7,136.87,-0.497,0.988,1,0.1,5.07,-3.38,2.96
389,2026-09-13T13:38:28.080Z,48.0509489,17.5671113,114.7,136.36,-0.475,1.000,1,1.2,5.68,-3.30,2.28
390,2026-09-13T13:38:28.120Z,48.0509365,17.5671031,114.6,135.89,-0.465,1.007,1,2.3,6.19,-2.71,1.10
391,2026-09-13T13:38:28.160Z,48.0509242,17.5670952,114.6,135.19,-0.464,1.010,1,1.4,6.01,-2.23,0.18
392,2026-09-13T13:38:28.200Z,48.0509119,17.5670872,114.6,134.63,-0.463,1.020,1,1.3,5.44,-1.48,-0.19
393,2026-09-13T13:38:28.240Z,48.0508997,17.5670791,114.7,134.11,-0.470,1.013,1,0.3,4.83,-0.61,0.02
394,2026-09-13T13:38:28.280Z,48.0508875,17.5670712,114.6,133.47,-0.487,1.004,1,0.3,3.98,-0.01,0.75
395,2026-09-13T13:38:28.320Z,48.0508754,17.5670633,114.6,132.96,-0.498,0.998,1,0.7,3.63,0.63,1.55
396,2026-09-13T13:38:28.360Z,48.0508633,17.5670555,114.7,132.34,-0.515,0.980,1,1.0,3.58,1.07,2.09
397,2026-09-13T13:38:28.400Z,48.0508513,17.5670477,114.7,131.62,-0.524,0.981,1,1.8,3.61,1.33,2.02
398,2026-09-13T13:38:28.440Z,48.0508394,17.5670399,114.6,130.95,-0.538,0.965,1,1.6,3.61,1.62,1.57
399,2026-09-13T13:38:28.480Z,48.0508276,17.5670322,114.6,130.09,-0.536,0.969,1,1.7,3.15,1.67,1.13
400,2026-09-13T13:38:28.520Z,48.0508158,17.5670244,114.6,129.43,-0.540,0.948,1,1.7,2.57,2.01,0.75
401,2026-09-13T13:38:28.560Z,48.0508041,17.5670167,114.6,128.81,-0.538,0.940,1,1.2,1.74,1.73,0.76
402,2026-09-13T13:38:28.600Z,48.0507924,17.5670091,114.6,128.22,-0.537,0.940,1,1.3,1.11,1.71,1.14
403,2026-09-13T13:38:28.640Z,48.0507808,17.5670015,114.6,127.39,-0.536,0.937,1,1.0,0.68,0.92,1.69
404,2026-09-13T13:38:28.680Z,48.0507693,17.5669939,114.6,126.93,-0.541,0.947,1,1.2,0.81,0.64,1.91
405,2026-09-13T13:38:28.720Z,48.0507578,17.5669864,114.6,126.21,-0.546,0.969,1,1.5,1.14,0.80,2.15
406,2026-09-13T13:38:28.760Z,48.0507463,17.5669789,114.6,125.57,-0.565,0.968,1,2.0,1.68,1.00,2.21
407,2026-09-13T13:38:28.800Z,48.0507350,17.5669715,114.7,124.88,-0.587,0.972,1,2.2,2.19,1.44,2.10
408,2026-09-13T13:38:28.840Z,48.0507238,17.5669640,114.7,123.81,-0.610,0.959,1,2.0,2.69,2.34,2.12
409,2026-09-13T13:38:28.880Z,48.0507127,17.5669565,114.7,123.06,-0.630,0.944,1,1.3,2.97,2.16,2.01
410,2026-09-13T13:38:28.920Z,48.0507015,17.5669492,114.7,122.24,-0.638,0.948,1,0.7,3.20,2.27,1.75
411,2026-09-13T13:38:28.960Z,48.0506905,17.5669419,114.7,121.67,-0.650,0.935,1,1.3,3.16,2.03,1.45
412,2026-09-13T13:38:29.000Z,48.0506796,17.5669347,114.7,120.86,-0.642,0.943,1,1.9,3.10,1.41,1.10
413,2026-09-13T13:38:29.040Z,48.0506687,17.5669274,114.7,120.06,-0.655,0.929,1,2.5,3.34,1.17,0.88
414,2026-09-13T13:38:29.080Z,48.0506579,17.5669203,114.7,119.09,-0.645,0.941,1,2.6,3.61,0.93,0.88
415,2026-09-13T13:38:29.120Z,48.0506471,17.5669131,114.7,118.48,-0.654,0.933,1,2.5,3.65,0.49,1.08
416,2026-09-13T13:38:29.160Z,48.0506365,17.5669061,114.7,117.75,-0.653,0.926,1,3.4,3.86,0.50,1.33
